Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Order Year,Order Month,Order Quarter,Days to Ship,Profit Margin %,Revenue per Unit,Discount Band
28970,CA-2015-107795,2013-07-08,2013-07-12,Second Class,CG-11346,Ashley Jones,Corporate,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,OFF-PA-10043,Office Supplies,Paper,HP Bright White,9.9,1,0.3,-0.46,0.66,Medium,2013,7,3,4,-4.646464646464646,9.9,Medium (11-30%)
28971,CA-2014-102608,2013-07-08,2013-07-16,Standard Class,CG-11046,Megan Smith,Consumer,Brasília,Distrito Federal,Brazil,LATAM,LATAM,OFF-BI-10015,Office Supplies,Binders,Ibico Standard,40.9,1,0.3,7.84,2.05,High,2013,7,3,8,19.16870415647922,40.9,Medium (11-30%)
28972,CA-2014-102605,2013-07-08,2013-07-15,Standard Class,CG-10698,James Miller,Consumer,Ankara,Ankara,Turkey,EMEA,EMEA,OFF-BI-10015,Office Supplies,Binders,Ibico Standard,228.63,1,0.1,114.14,22.89,High,2013,7,3,7,49.92345711411451,228.63,Low (1-10%)
28973,CA-2020-132229,2013-07-08,2013-07-14,Second Class,CG-10858,Amanda Jackson,Consumer,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,FUR-CH-10004,Furniture,Chairs,Flash Furniture,5829.84,4,0.0,996.62,262.1,Low,2013,7,3,6,17.0951518395016,1457.46,No Discount
28974,CA-2017-117863,2013-07-08,2013-07-14,Second Class,CG-10268,David Lewis,Home Office,Osaka,Osaka,Japan,Asia Pacific,Asia Pacific,OFF-EN-10082,Office Supplies,Envelopes,Smead Poly,68.9,2,0.1,14.55,9.06,Medium,2013,7,3,6,21.11756168359942,34.45,Low (1-10%)
28975,CA-2020-133861,2013-07-08,2013-07-17,Standard Class,CG-10617,Megan Davis,Consumer,Izmir,Izmir,Turkey,EMEA,EMEA,FUR-CH-10077,Furniture,Chairs,HON Ignition,106.74,1,0.7,-51.96,1.74,Medium,2013,7,3,9,-48.67903316469927,106.74,Very High (>50%)
28976,CA-2021-139016,2013-07-08,2013-07-16,Standard Class,CG-10779,Chris Taylor,Home Office,Tokyo,Tokyo,Japan,Asia Pacific,Asia Pacific,OFF-FA-10065,Office Supplies,Fasteners,Cardinal Jumbo Binder,20.1,1,0.2,7.24,1.13,Medium,2013,7,3,8,36.01990049751244,20.1,Medium (11-30%)
28977,CA-2022-143228,2013-07-08,2013-07-16,Standard Class,CG-10274,Sarah Davis,Consumer,Guadalajara,Jalisco,Mexico,LATAM,LATAM,OFF-ST-10072,Office Supplies,Storage,Globe-Weis Catalog,111.99,1,0.2,34.1,13.23,Medium,2013,7,3,8,30.44914724528976,111.99,Medium (11-30%)
28978,CA-2023-148874,2013-07-08,2013-07-15,Standard Class,CG-10497,Thomas Jones,Corporate,New York City,New York,United States,North America,North America,FUR-TA-10014,Furniture,Tables,Lifetime Folding Table,366.26,1,0.6,-138.13,7.85,Medium,2013,7,3,7,-37.71364604379402,366.26,Very High (>50%)
28979,CA-2016-111553,2013-07-08,2013-07-15,Standard Class,CG-11107,Sarah Martinez,Home Office,Chicago,Illinois,United States,North America,North America,TEC-CO-10085,Technology,Copiers,HP LaserJet,6102.56,4,0.0,1434.27,370.17,Medium,2013,7,3,7,23.502759497653443,1525.64,No Discount
28980,CA-2020-133781,2013-07-08,2013-07-14,Second Class,CG-11410,Chris Clark,Consumer,Kano,Kano,Nigeria,Africa,Africa,TEC-CO-10093,Technology,Copiers,Brother MFC,4431.3,1,0.0,1342.09,404.72,High,2013,7,3,6,30.286597612438786,4431.3,No Discount
28981,CA-2023-148483,2013-07-08,2013-07-14,Second Class,CG-11170,Robert Martinez,Corporate,Izmir,Izmir,Turkey,EMEA,EMEA,OFF-FA-10065,Office Supplies,Fasteners,Cardinal Jumbo Binder,20.4,1,0.2,7.25,1.98,High,2013,7,3,6,35.53921568627451,20.4,Medium (11-30%)
28982,CA-2014-103847,2013-07-08,2013-07-16,Standard Class,CG-11587,William Walker,Corporate,New York City,New York,United States,North America,North America,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,44.0,1,0.0,14.03,6.44,Medium,2013,7,3,8,31.886363636363633,44.0,No Discount
28983,CA-2018-124984,2013-07-08,2013-07-16,Standard Class,CG-10551,Sarah Jones,Corporate,Montreal,Quebec,Canada,North America,North America,OFF-LA-10090,Office Supplies,Labels,Avery Shipping,66.31,1,0.1,20.72,2.06,High,2013,7,3,8,31.24717237219122,66.31,Low (1-10%)
28984,CA-2020-134988,2013-07-08,2013-07-16,Standard Class,CG-10082,William Wilson,Home Office,Riyadh,Riyadh,Saudi Arabia,EMEA,EMEA,TEC-PH-10019,Technology,Phones,Apple iPhone 14,336.09,2,0.7,-157.47,15.16,Medium,2013,7,3,8,-46.853521378202274,168.045,Very High (>50%)
28985,CA-2015-106871,2013-07-08,2013-07-14,Second Class,CG-10205,John Miller,Corporate,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,FUR-TA-10091,Furniture,Tables,Bevis 36W,854.05,1,0.5,-312.32,44.5,Medium,2013,7,3,6,-36.569287512440724,854.05,High (31-50%)
28986,CA-2019-128773,2013-07-08,2013-07-13,Second Class,CG-10637,Daniel Thomas,Consumer,Osaka,Osaka,Japan,Asia Pacific,Asia Pacific,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,318.08,1,0.0,60.4,0.73,Medium,2013,7,3,5,18.98893360160966,318.08,No Discount
28987,CA-2017-118546,2013-07-08,2013-07-17,Standard Class,CG-10972,Amanda Harris,Corporate,Riyadh,Riyadh,Saudi Arabia,EMEA,EMEA,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,113.26,7,0.0,48.59,14.42,Low,2013,7,3,9,42.90128906939785,16.18,No Discount
28988,CA-2014-100574,2013-07-08,2013-07-11,First Class,CG-10155,Megan Lewis,Consumer,Guadalajara,Jalisco,Mexico,LATAM,LATAM,FUR-TA-10091,Furniture,Tables,Bevis 36W,225.49,1,0.5,-68.75,12.65,Low,2013,7,3,3,-30.489156947092994,225.49,High (31-50%)
28989,CA-2015-107207,2013-07-08,2013-07-15,Standard Class,CG-11012,John Lewis,Consumer,London,England,United Kingdom,Europe,Europe,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,5388.72,4,0.0,1596.21,378.48,High,2013,7,3,7,29.621320090856457,1347.18,No Discount
28990,CA-2021-137841,2013-07-08,2013-07-09,Same Day,CG-10332,Rachel Thomas,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,FUR-ST-10066,Furniture,Storage,Advantus Plastic Rack,1225.64,4,0.0,388.02,24.84,Critical,2013,7,3,1,31.658562057374102,306.41,No Discount
28991,CA-2021-139590,2013-07-08,2013-07-12,First Class,CG-10821,John Clark,Consumer,Lagos,Lagos,Nigeria,Africa,Africa,FUR-CH-10004,Furniture,Chairs,Flash Furniture,1050.76,2,0.0,181.03,46.85,Low,2013,7,3,4,17.228482241425255,525.38,No Discount
28992,CA-2020-132063,2013-07-08,2013-07-14,Second Class,CG-11083,Jane Williams,Corporate,Istanbul,Istanbul,Turkey,EMEA,EMEA,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,158.77,1,0.8,-79.81,3.06,Medium,2013,7,3,6,-50.26768281161428,158.77,Very High (>50%)
28993,CA-2021-138897,2013-07-08,2013-07-16,Standard Class,CG-10729,Sarah Taylor,Consumer,Miami,Florida,United States,North America,North America,TEC-CO-10027,Technology,Computers,Apple MacBook Pro,368.5,2,0.8,-190.77,44.27,Medium,2013,7,3,8,-51.76933514246947,184.25,Very High (>50%)
28994,CA-2019-128117,2013-07-08,2013-07-12,First Class,CG-10464,Jessica Thomas,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,FUR-BO-10045,Furniture,Bookcases,Bush Saratoga,134.26,1,0.5,-38.53,10.03,Medium,2013,7,3,4,-28.69804856249069,134.26,High (31-50%)
28995,CA-2023-149816,2013-07-08,2013-07-12,Second Class,CG-10069,Lauren Martinez,Consumer,Riyadh,Riyadh,Saudi Arabia,EMEA,EMEA,OFF-PA-10043,Office Supplies,Paper,HP Bright White,143.45,3,0.2,29.71,17.8,Low,2013,7,3,4,20.71104914604392,47.81666666666666,Medium (11-30%)
28996,CA-2021-138569,2013-07-09,2013-07-17,Standard Class,CG-10001,Thomas Williams,Home Office,Hamburg,Hamburg,Germany,Europe,Europe,OFF-PA-10084,Office Supplies,Paper,Georgia-Pacific,82.07,1,0.1,15.45,4.19,High,2013,7,3,8,18.82539295723163,82.07,Low (1-10%)
28997,CA-2018-124923,2013-07-09,2013-07-10,Same Day,CG-10978,Kevin White,Consumer,San Francisco,California,United States,North America,North America,OFF-PA-10068,Office Supplies,Paper,Avery Dennison Paper,79.65,3,0.0,23.83,4.24,Low,2013,7,3,1,29.918392969240422,26.55,No Discount
28998,CA-2021-135903,2013-07-09,2013-07-14,Second Class,CG-10795,John Robinson,Corporate,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,OFF-PA-10084,Office Supplies,Paper,Georgia-Pacific,69.29,1,0.1,18.12,9.04,Low,2013,7,3,5,26.150959734449415,69.29,Low (1-10%)
28999,CA-2014-100882,2013-07-09,2013-07-13,Second Class,CG-11357,Michael Davis,Home Office,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,TEC-CO-10031,Technology,Computers,HP Pavilion 14,4109.7,5,0.6,-1381.08,280.09,Medium,2013,7,3,4,-33.605372654938314,821.9399999999999,Very High (>50%)
29000,CA-2015-105396,2013-07-09,2013-07-14,Second Class,CG-10842,Jane Brown,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,TEC-PH-10023,Technology,Phones,Cisco IP Phone,324.72,1,0.3,-22.5,45.63,Medium,2013,7,3,5,-6.929046563192904,324.72,Medium (11-30%)
29001,CA-2015-107906,2013-07-09,2013-07-14,Second Class,CG-11234,William Anderson,Consumer,Hamburg,Hamburg,Germany,Europe,Europe,OFF-LA-10079,Office Supplies,Labels,3M Post-it,61.64,2,0.0,17.84,3.27,Medium,2013,7,3,5,28.942245295262815,30.82,No Discount
29002,CA-2014-103440,2013-07-09,2013-07-18,Standard Class,CG-11200,Kevin Brown,Consumer,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,OFF-ST-10072,Office Supplies,Storage,Globe-Weis Catalog,186.21,1,0.0,65.68,8.06,Low,2013,7,3,9,35.27200472584716,186.21,No Discount
29003,CA-2016-111922,2013-07-09,2013-07-13,Second Class,CG-10982,Sarah Wilson,Consumer,Berlin,Berlin,Germany,Europe,Europe,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,302.76,1,0.6,-107.21,1.73,High,2013,7,3,4,-35.410886510767604,302.76,Very High (>50%)
29004,CA-2019-126682,2013-07-09,2013-07-15,Second Class,CG-10559,Sarah Harris,Home Office,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,TEC-PH-10019,Technology,Phones,Apple iPhone 14,255.21,1,0.1,40.45,28.31,Low,2013,7,3,6,15.849692410172016,255.21,Low (1-10%)
29005,CA-2017-115999,2013-07-09,2013-07-12,First Class,CG-10065,James Smith,Home Office,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,TEC-AC-10024,Technology,Accessories,APC Battery Backup,294.19,1,0.0,129.47,22.19,Medium,2013,7,3,3,44.00897379244706,294.19,No Discount
29006,CA-2018-122630,2013-07-09,2013-07-13,First Class,CG-10959,Amanda Thomas,Home Office,Brisbane,Queensland,Australia,Oceania,Oceania,OFF-FA-10081,Office Supplies,Fasteners,Stanley Bostitch,258.58,7,0.0,104.96,4.61,Medium,2013,7,3,4,40.590919638023045,36.94,No Discount
29007,CA-2021-138427,2013-07-09,2013-07-11,Same Day,CG-10715,Kevin Jones,Consumer,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,TEC-AC-10044,Technology,Accessories,Samsung Monitor,436.7,2,0.0,186.85,28.73,Low,2013,7,3,2,42.78681016716281,218.35,No Discount
29008,CA-2022-144518,2013-07-09,2013-07-18,Standard Class,CG-11292,Jessica Anderson,Corporate,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,OFF-BI-10054,Office Supplies,Binders,Cardinal Slant-D,645.11,3,0.1,335.58,5.56,Medium,2013,7,3,9,52.01903551332331,215.03666666666666,Low (1-10%)
29009,CA-2022-140987,2013-07-09,2013-07-16,Standard Class,CG-10340,Ashley Robinson,Corporate,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,FUR-TA-10012,Furniture,Tables,KI Adjustable Table,1508.48,2,0.2,44.97,225.64,High,2013,7,3,7,2.9811465846414933,754.24,Medium (11-30%)
29010,CA-2016-112004,2013-07-09,2013-07-16,Standard Class,CG-10963,Thomas Clark,Consumer,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,OFF-PA-10017,Office Supplies,Paper,Xerox 4200,91.94,2,0.0,29.78,7.25,Critical,2013,7,3,7,32.39068958016097,45.97,No Discount
29011,CA-2021-136188,2013-07-09,2013-07-18,Standard Class,CG-10392,Thomas White,Consumer,Houston,Texas,United States,North America,North America,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,131.76,3,0.0,59.11,16.95,Medium,2013,7,3,9,44.8618700667881,43.919999999999995,No Discount
29012,CA-2017-116581,2013-07-09,2013-07-17,Standard Class,CG-10103,Emily Taylor,Consumer,San Francisco,California,United States,North America,North America,FUR-TA-10091,Furniture,Tables,Bevis 36W,1095.53,5,0.1,180.14,19.38,Critical,2013,7,3,8,16.443182751727473,219.106,Low (1-10%)
29013,CA-2019-127610,2013-07-09,2013-07-18,Standard Class,CG-11218,Daniel Johnson,Consumer,Cape Town,Western Cape,South Africa,Africa,Africa,TEC-MA-10088,Technology,Machines,Pitney Bowes,1376.98,2,0.0,335.96,24.17,Medium,2013,7,3,9,24.398320963267437,688.49,No Discount
29014,CA-2014-102616,2013-07-09,2013-07-16,Standard Class,CG-10866,Chris Robinson,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,OFF-FA-10065,Office Supplies,Fasteners,Cardinal Jumbo Binder,10.86,3,0.3,1.42,1.56,Medium,2013,7,3,7,13.075506445672191,3.6199999999999997,Medium (11-30%)
29015,CA-2017-117616,2013-07-09,2013-07-17,Standard Class,CG-10739,Kevin Clark,Consumer,Seattle,Washington,United States,North America,North America,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,525.26,1,0.3,-83.83,31.49,Low,2013,7,3,8,-15.959715188668468,525.26,Medium (11-30%)
29016,CA-2017-118965,2013-07-09,2013-07-14,Second Class,CG-10807,Thomas Robinson,Consumer,Berlin,Berlin,Germany,Europe,Europe,TEC-PH-10041,Technology,Phones,Nokia 3310,763.27,6,0.7,-297.77,65.48,Low,2013,7,3,5,-39.01240714295072,127.21166666666666,Very High (>50%)
29017,CA-2019-125987,2013-07-09,2013-07-15,Second Class,CG-11414,Robert Harris,Corporate,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,TEC-CO-10085,Technology,Copiers,HP LaserJet,5613.92,2,0.4,-605.57,388.63,Medium,2013,7,3,6,-10.786936757203524,2806.96,High (31-50%)
29018,CA-2015-109547,2013-07-09,2013-07-13,Second Class,CG-10936,Chris Thomas,Consumer,Seattle,Washington,United States,North America,North America,TEC-MA-10088,Technology,Machines,Pitney Bowes,867.0,1,0.0,257.16,115.89,High,2013,7,3,4,29.66089965397924,867.0,No Discount
29019,CA-2023-146283,2013-07-09,2013-07-10,Same Day,CG-10441,Sarah Williams,Home Office,Miami,Florida,United States,North America,North America,OFF-FA-10073,Office Supplies,Fasteners,Acco Smooth Finish,10.34,3,0.1,2.91,1.34,High,2013,7,3,1,28.1431334622824,3.4466666666666668,Low (1-10%)
29020,CA-2019-126799,2013-07-09,2013-07-14,Second Class,CG-10191,David Martinez,Corporate,Guadalajara,Jalisco,Mexico,LATAM,LATAM,OFF-LA-10078,Office Supplies,Labels,Avery File Folder,8.18,1,0.1,3.08,0.59,High,2013,7,3,5,37.65281173594132,8.18,Low (1-10%)
29021,CA-2023-148228,2013-07-09,2013-07-15,Second Class,CG-10974,Megan Thomas,Consumer,Abuja,Abuja,Nigeria,Africa,Africa,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,132.92,1,0.2,31.86,18.41,High,2013,7,3,6,23.96930484501956,132.92,Medium (11-30%)
29022,CA-2020-131112,2013-07-09,2013-07-17,Standard Class,CG-10750,William Jones,Consumer,New Delhi,Delhi,India,Asia Pacific,Asia Pacific,TEC-CO-10006,Technology,Computers,Asus VivoBook,1622.91,1,0.2,222.46,66.19,High,2013,7,3,8,13.70747607692355,1622.91,Medium (11-30%)
29023,CA-2019-128446,2013-07-09,2013-07-13,First Class,CG-10788,William Johnson,Corporate,Los Angeles,California,United States,North America,North America,OFF-SU-10008,Office Supplies,Supplies,Dixon Ticonderoga,63.9,2,0.2,12.45,9.47,High,2013,7,3,4,19.48356807511737,31.95,Medium (11-30%)
29024,CA-2017-117234,2013-07-09,2013-07-16,Standard Class,CG-10980,Chris Harris,Consumer,Seattle,Washington,United States,North America,North America,OFF-ST-10069,Office Supplies,Storage,Avery Recycled,278.77,2,0.1,96.22,26.18,Critical,2013,7,3,7,34.51590917243606,139.385,Low (1-10%)
29025,CA-2019-127240,2013-07-09,2013-07-15,Second Class,CG-10947,Jessica Brown,Corporate,Dallas,Texas,United States,North America,North America,OFF-EN-10026,Office Supplies,Envelopes,Poly String-Tie,49.64,1,0.1,18.34,0.6,Low,2013,7,3,6,36.94601128122482,49.64,Low (1-10%)
29026,CA-2020-132601,2013-07-09,2013-07-16,Standard Class,CG-10476,Thomas Williams,Consumer,Durban,KwaZulu-Natal,South Africa,Africa,Africa,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,1168.97,2,0.6,-390.53,97.91,High,2013,7,3,7,-33.40804297800627,584.485,Very High (>50%)
29027,CA-2022-141235,2013-07-09,2013-07-18,Standard Class,CG-10177,Robert Smith,Home Office,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,TEC-MA-10011,Technology,Machines,Dymo LabelWriter,810.44,3,0.6,-295.18,117.09,Medium,2013,7,3,9,-36.42219041508316,270.1466666666667,Very High (>50%)
29028,CA-2019-127842,2013-07-09,2013-07-18,Standard Class,CG-10909,Nicole Walker,Corporate,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-FA-10038,Office Supplies,Fasteners,Hunt Boston,79.43,2,0.1,34.96,7.25,High,2013,7,3,9,44.013596877754,39.715,Low (1-10%)
29029,CA-2023-147240,2013-07-09,2013-07-14,Second Class,CG-10092,John Walker,Corporate,Philadelphia,Pennsylvania,United States,North America,North America,FUR-FU-10013,Furniture,Furnishings,Advantus Globe Weis,300.4,2,0.1,69.91,32.56,High,2013,7,3,5,23.27230359520639,150.2,Low (1-10%)
29030,CA-2017-118488,2013-07-09,2013-07-18,Standard Class,CG-10890,Amanda Jackson,Corporate,Istanbul,Istanbul,Turkey,EMEA,EMEA,TEC-AC-10044,Technology,Accessories,Samsung Monitor,115.08,5,0.2,22.63,5.07,High,2013,7,3,9,19.664581160931522,23.016,Medium (11-30%)
29031,CA-2019-129577,2013-07-09,2013-07-17,Standard Class,CG-10868,Jessica Miller,Home Office,Hamburg,Hamburg,Germany,Europe,Europe,TEC-PH-10019,Technology,Phones,Apple iPhone 14,359.69,1,0.0,83.81,51.89,Medium,2013,7,3,8,23.30061997831466,359.69,No Discount
29032,CA-2022-144778,2013-07-09,2013-07-17,Standard Class,CG-10655,Sarah Smith,Consumer,Chennai,Tamil Nadu,India,Asia Pacific,Asia Pacific,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,612.43,2,0.3,-16.45,69.24,High,2013,7,3,8,-2.686021259572523,306.215,Medium (11-30%)
29033,CA-2021-135401,2013-07-09,2013-07-12,First Class,CG-10676,Rachel Anderson,Consumer,Los Angeles,California,United States,North America,North America,TEC-PH-10033,Technology,Phones,Motorola Moto G,347.82,1,0.2,10.41,45.45,High,2013,7,3,3,2.9929273762290842,347.82,Medium (11-30%)
29034,CA-2019-128734,2013-07-09,2013-07-18,Standard Class,CG-10013,James Martinez,Consumer,Brisbane,Queensland,Australia,Oceania,Oceania,OFF-AP-10005,Office Supplies,Appliances,Avery Thermal Print,280.63,1,0.1,75.23,23.83,High,2013,7,3,9,26.807540177457867,280.63,Low (1-10%)
29035,CA-2016-114937,2013-07-09,2013-07-13,First Class,CG-10898,Megan Jackson,Home Office,London,England,United Kingdom,Europe,Europe,OFF-AR-10071,Office Supplies,Art,Avery Hi-Liter,90.27,2,0.1,40.76,9.86,High,2013,7,3,4,45.15342860307965,45.135,Low (1-10%)
29036,CA-2014-103103,2013-07-09,2013-07-16,Standard Class,CG-10600,Sarah Walker,Consumer,Abuja,Abuja,Nigeria,Africa,Africa,OFF-SU-10028,Office Supplies,Supplies,Avery Optical Mouse Pad,166.64,4,0.1,68.9,3.44,Medium,2013,7,3,7,41.346615458473366,41.66,Low (1-10%)
29037,CA-2018-123052,2013-07-09,2013-07-16,Standard Class,CG-11229,Emily Martinez,Corporate,Houston,Texas,United States,North America,North America,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,688.62,1,0.0,170.43,80.82,Medium,2013,7,3,7,24.749498997995993,688.62,No Discount
29038,CA-2016-112823,2013-07-09,2013-07-18,Standard Class,CG-10855,Jessica Johnson,Consumer,Cape Town,Western Cape,South Africa,Africa,Africa,OFF-PA-10068,Office Supplies,Paper,Avery Dennison Paper,31.96,1,0.0,11.27,1.75,Low,2013,7,3,9,35.262828535669584,31.96,No Discount
29039,CA-2014-100993,2013-07-09,2013-07-16,Standard Class,CG-10861,Thomas Taylor,Corporate,Cape Town,Western Cape,South Africa,Africa,Africa,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,3132.78,3,0.0,717.21,372.81,Low,2013,7,3,7,22.893723785264207,1044.26,No Discount
29040,CA-2018-120719,2013-07-09,2013-07-18,Standard Class,CG-11188,Chris Harris,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,TEC-MA-10083,Technology,Machines,Brother Fax,2221.06,4,0.5,-454.52,57.77,Low,2013,7,3,9,-20.464102725725557,555.265,High (31-50%)
29041,CA-2019-126288,2013-07-09,2013-07-14,Second Class,CG-11079,Michael Martinez,Corporate,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,1813.54,6,0.1,267.31,222.39,High,2013,7,3,5,14.739680404071596,302.25666666666666,Low (1-10%)
29042,CA-2016-114204,2013-07-09,2013-07-13,First Class,CG-10324,Amanda Robinson,Corporate,Hamburg,Hamburg,Germany,Europe,Europe,FUR-FU-10001,Furniture,Furnishings,Howard Miller Clock,115.09,2,0.7,-36.53,9.8,Medium,2013,7,3,4,-31.740377096185597,57.545,Very High (>50%)
29043,CA-2019-125480,2013-07-09,2013-07-14,Second Class,CG-10677,David Anderson,Consumer,Sydney,New South Wales,Australia,Oceania,Oceania,OFF-EN-10082,Office Supplies,Envelopes,Smead Poly,23.52,3,0.0,10.93,2.53,Medium,2013,7,3,5,46.47108843537415,7.84,No Discount
29044,CA-2019-128738,2013-07-09,2013-07-15,Second Class,CG-10204,Daniel Johnson,Consumer,Houston,Texas,United States,North America,North America,FUR-CH-10020,Furniture,Chairs,Office Star,675.06,1,0.1,118.86,79.4,Medium,2013,7,3,6,17.607323793440585,675.06,Low (1-10%)
29045,CA-2019-127880,2013-07-09,2013-07-13,Second Class,CG-10570,Sarah Wilson,Consumer,Tokyo,Tokyo,Japan,Asia Pacific,Asia Pacific,OFF-SU-10053,Office Supplies,Supplies,Memorex Floppy,98.19,2,0.1,24.33,7.1,Medium,2013,7,3,4,24.77849068133211,49.095,Low (1-10%)
29046,CA-2023-146688,2013-07-09,2013-07-16,Standard Class,CG-10153,David White,Corporate,Vancouver,British Columbia,Canada,North America,North America,FUR-FU-10059,Furniture,Furnishings,Rubbermaid Durable,65.97,1,0.4,-2.76,0.85,Medium,2013,7,3,7,-4.1837198726693945,65.97,High (31-50%)
29047,CA-2022-141192,2013-07-09,2013-07-17,Standard Class,CG-10636,John Smith,Consumer,Istanbul,Istanbul,Turkey,EMEA,EMEA,OFF-BI-10054,Office Supplies,Binders,Cardinal Slant-D,943.0,5,0.0,533.63,135.11,High,2013,7,3,8,56.58854718981973,188.6,No Discount
29048,CA-2017-117245,2013-07-09,2013-07-17,Standard Class,CG-10635,John White,Corporate,Montreal,Quebec,Canada,North America,North America,OFF-FA-10065,Office Supplies,Fasteners,Cardinal Jumbo Binder,8.42,4,0.1,4.04,0.66,Low,2013,7,3,8,47.980997624703086,2.105,Low (1-10%)
29049,CA-2017-117294,2013-07-09,2013-07-17,Standard Class,CG-10694,Robert Miller,Corporate,New York City,New York,United States,North America,North America,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,83.1,3,0.0,47.49,11.38,Medium,2013,7,3,8,57.148014440433215,27.7,No Discount
29050,CA-2014-100445,2013-07-09,2013-07-12,First Class,CG-10120,Thomas Anderson,Consumer,Cape Town,Western Cape,South Africa,Africa,Africa,OFF-ST-10047,Office Supplies,Storage,Rogers File Boxes,147.82,1,0.0,54.86,15.74,Medium,2013,7,3,3,37.11270464077933,147.82,No Discount
29051,CA-2023-145475,2013-07-09,2013-07-12,First Class,CG-11211,David Lewis,Home Office,Izmir,Izmir,Turkey,EMEA,EMEA,OFF-SU-10008,Office Supplies,Supplies,Dixon Ticonderoga,43.86,1,0.0,22.56,4.72,Low,2013,7,3,3,51.43638850889193,43.86,No Discount
29052,CA-2018-121874,2013-07-09,2013-07-16,Standard Class,CG-10393,John Clark,Consumer,Sydney,New South Wales,Australia,Oceania,Oceania,FUR-BO-10087,Furniture,Bookcases,Artistic Wire,251.89,2,0.5,-89.95,26.78,Medium,2013,7,3,7,-35.71003215689388,125.945,High (31-50%)
29053,CA-2015-108847,2013-07-09,2013-07-16,Standard Class,CG-10685,James Jones,Consumer,Seattle,Washington,United States,North America,North America,OFF-SU-10008,Office Supplies,Supplies,Dixon Ticonderoga,39.99,1,0.0,20.38,3.28,Medium,2013,7,3,7,50.96274068517129,39.99,No Discount
29054,CA-2015-106335,2013-07-09,2013-07-16,Standard Class,CG-10739,Kevin Clark,Home Office,Berlin,Berlin,Germany,Europe,Europe,TEC-AC-10024,Technology,Accessories,APC Battery Backup,212.67,1,0.0,67.48,4.86,High,2013,7,3,7,31.729910189495463,212.67,No Discount
29055,CA-2021-137689,2013-07-09,2013-07-15,Second Class,CG-10774,Daniel Garcia,Home Office,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,OFF-SU-10060,Office Supplies,Supplies,Faber-Castell,27.79,1,0.0,12.19,0.51,Low,2013,7,3,6,43.86469953220583,27.79,No Discount
29056,CA-2017-118840,2013-07-09,2013-07-11,First Class,CG-11365,Ashley Clark,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,TEC-CO-10076,Technology,Copiers,Sharp MX,516.95,1,0.7,-223.79,54.15,Medium,2013,7,3,2,-43.29045362220717,516.95,Very High (>50%)
29057,CA-2022-140727,2013-07-09,2013-07-16,Standard Class,CG-10539,John Wilson,Consumer,Istanbul,Istanbul,Turkey,EMEA,EMEA,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,103.48,1,0.7,-43.9,6.51,Medium,2013,7,3,7,-42.42365674526478,103.48,Very High (>50%)
