Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
30215,CA-2014-103226,2013-07-27,2013-08-01,Second Class,CG-10858,Amanda Jackson,Home Office,Berlin,Berlin,Germany,Europe,Europe,FUR-TA-10014,Furniture,Tables,Lifetime Folding Table,991.94,2,0.6,-479.85,50.78,High
30216,CA-2020-133480,2013-07-27,2013-08-04,Standard Class,CG-10355,Rachel Garcia,Consumer,Izmir,Izmir,Turkey,EMEA,EMEA,FUR-ST-10066,Furniture,Storage,Advantus Plastic Rack,107.72,1,0.7,-45.66,6.91,Low
30217,CA-2021-135468,2013-07-27,2013-08-03,Standard Class,CG-10341,Chris Johnson,Consumer,Hamburg,Hamburg,Germany,Europe,Europe,OFF-PA-10017,Office Supplies,Paper,Xerox 4200,30.52,4,0.0,6.81,4.39,High
30218,CA-2016-114706,2013-07-27,2013-08-05,Standard Class,CG-10193,William Robinson,Home Office,Cape Town,Western Cape,South Africa,Africa,Africa,OFF-ST-10002,Office Supplies,Storage,Storex Durable,48.9,3,0.0,16.38,4.9,Critical
30219,CA-2015-106261,2013-07-27,2013-07-31,First Class,CG-11313,Daniel Jones,Consumer,Ankara,Ankara,Turkey,EMEA,EMEA,OFF-AP-10067,Office Supplies,Appliances,Fellowes PB500,1079.91,3,0.0,427.73,87.51,Medium
30220,CA-2019-126559,2013-07-27,2013-08-05,Standard Class,CG-10775,Emily Miller,Corporate,Beijing,Beijing,China,Asia Pacific,Asia Pacific,TEC-PH-10033,Technology,Phones,Motorola Moto G,162.84,1,0.2,13.57,22.32,Medium
30221,CA-2016-113256,2013-07-27,2013-08-01,Second Class,CG-11211,David Lewis,Corporate,San Francisco,California,United States,North America,North America,OFF-AR-10037,Office Supplies,Art,Quartet Melamine,8.86,1,0.0,4.52,1.32,Medium
30222,CA-2014-103425,2013-07-27,2013-08-03,Standard Class,CG-11279,William Martinez,Consumer,Montreal,Quebec,Canada,North America,North America,OFF-LA-10029,Office Supplies,Labels,Avery Internet Labels,31.63,2,0.1,7.75,2.87,High
30223,CA-2014-104681,2013-07-27,2013-08-02,Second Class,CG-11466,Sarah Brown,Corporate,Marseille,Provence,France,Europe,Europe,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,29.94,1,0.2,3.37,3.2,Low
30224,CA-2018-122302,2013-07-27,2013-08-04,Standard Class,CG-10857,Robert Walker,Corporate,São Paulo,São Paulo,Brazil,LATAM,LATAM,TEC-AC-10032,Technology,Accessories,Logitech Mouse,604.91,6,0.1,201.93,89.0,High
30225,CA-2017-117622,2013-07-27,2013-07-29,First Class,CG-10228,Lauren Jones,Corporate,Mumbai,Maharashtra,India,Asia Pacific,Asia Pacific,TEC-AC-10046,Technology,Accessories,Plantronics Headset,29.62,1,0.1,6.79,1.57,Critical
30226,CA-2020-131436,2013-07-27,2013-07-31,Second Class,CG-10789,Thomas Clark,Corporate,Chicago,Illinois,United States,North America,North America,OFF-AR-10021,Office Supplies,Art,Quartet Corkboard,94.26,1,0.0,47.61,10.66,Medium
30227,CA-2018-122695,2013-07-27,2013-07-31,First Class,CG-10707,Lauren Walker,Corporate,Perth,Western Australia,Australia,Oceania,Oceania,OFF-AR-10049,Office Supplies,Art,Sanford Uni-Ball,74.61,3,0.0,44.1,2.9,High
30228,CA-2021-135104,2013-07-27,2013-07-30,First Class,CG-10458,Emily Taylor,Consumer,Chicago,Illinois,United States,North America,North America,TEC-AC-10046,Technology,Accessories,Plantronics Headset,140.49,1,0.2,12.63,20.39,High
30229,CA-2022-143453,2013-07-27,2013-07-28,Same Day,CG-11337,Jessica Walker,Corporate,Los Angeles,California,United States,North America,North America,OFF-LA-10079,Office Supplies,Labels,3M Post-it,453.6,6,0.0,221.66,16.99,Low
30230,CA-2016-112050,2013-07-27,2013-08-01,Second Class,CG-10924,Sarah Robinson,Consumer,Cape Town,Western Cape,South Africa,Africa,Africa,FUR-TA-10051,Furniture,Tables,Bretford Rectangular,576.93,1,0.2,8.12,65.25,Critical
30231,CA-2019-129554,2013-07-27,2013-08-05,Standard Class,CG-10167,Megan Jones,Consumer,London,England,United Kingdom,Europe,Europe,OFF-LA-10078,Office Supplies,Labels,Avery File Folder,44.86,4,0.1,15.1,4.93,Low
30232,CA-2022-141971,2013-07-27,2013-08-02,Second Class,CG-10304,Lauren Anderson,Consumer,Atlanta,Georgia,United States,North America,North America,OFF-AR-10071,Office Supplies,Art,Avery Hi-Liter,480.06,4,0.1,152.02,59.35,Low
30233,CA-2016-113172,2013-07-27,2013-08-04,Standard Class,CG-11031,Amanda Walker,Consumer,Chicago,Illinois,United States,North America,North America,TEC-MA-10083,Technology,Machines,Brother Fax,2947.65,4,0.2,416.76,218.14,Medium
30234,CA-2015-108940,2013-07-27,2013-08-04,Standard Class,CG-10394,Nicole Lewis,Corporate,Perth,Western Australia,Australia,Oceania,Oceania,TEC-CO-10027,Technology,Computers,Apple MacBook Pro,1775.58,2,0.0,481.95,154.65,Low
30235,CA-2021-138919,2013-07-27,2013-07-31,Second Class,CG-11540,Jessica Davis,Consumer,New York City,New York,United States,North America,North America,FUR-FU-10009,Furniture,Furnishings,Eldon Stackables,16.61,3,0.1,4.93,2.06,Medium
30236,CA-2017-119324,2013-07-27,2013-08-01,Second Class,CG-10648,Kevin Williams,Corporate,Los Angeles,California,United States,North America,North America,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,756.6,1,0.2,27.29,49.64,Medium
30237,CA-2021-135720,2013-07-27,2013-07-31,Second Class,CG-11381,Kevin Robinson,Corporate,Munich,Bavaria,Germany,Europe,Europe,OFF-EN-10075,Office Supplies,Envelopes,Universal Business,13.51,1,0.0,6.8,1.04,Medium
30238,CA-2022-143400,2013-07-27,2013-08-04,Standard Class,CG-11294,Amanda Martinez,Consumer,Philadelphia,Pennsylvania,United States,North America,North America,FUR-BO-10050,Furniture,Bookcases,Sauder Beginnings,282.46,4,0.7,-130.64,39.04,Medium
30239,CA-2015-107020,2013-07-27,2013-08-04,Standard Class,CG-10776,Chris Jackson,Consumer,Chennai,Tamil Nadu,India,Asia Pacific,Asia Pacific,FUR-ST-10000,Furniture,Storage,Eldon Tower,182.03,2,0.3,-14.2,20.64,Low
30240,CA-2018-124555,2013-07-27,2013-08-01,Second Class,CG-11006,Nicole Robinson,Corporate,Chicago,Illinois,United States,North America,North America,TEC-MA-10088,Technology,Machines,Pitney Bowes,1337.97,2,0.2,198.86,58.27,High
30241,CA-2015-106163,2013-07-27,2013-08-04,Standard Class,CG-10148,Daniel Jones,Consumer,Miami,Florida,United States,North America,North America,OFF-FA-10038,Office Supplies,Fasteners,Hunt Boston,165.08,4,0.0,70.73,23.39,Medium
30242,CA-2023-149624,2013-07-27,2013-08-02,Second Class,CG-10546,Chris Brown,Consumer,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,164.77,4,0.2,41.95,8.25,High
30243,CA-2016-112261,2013-07-27,2013-08-04,Standard Class,CG-10707,Lauren Walker,Home Office,London,England,United Kingdom,Europe,Europe,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,22.0,4,0.0,10.54,0.72,Medium
30244,CA-2016-110925,2013-07-27,2013-07-31,Second Class,CG-10263,Megan Brown,Consumer,Berlin,Berlin,Germany,Europe,Europe,OFF-FA-10030,Office Supplies,Fasteners,Swingline Optima,46.85,1,0.0,24.29,6.83,Medium
30245,CA-2022-143148,2013-07-28,2013-08-05,Standard Class,CG-11576,Lauren Williams,Consumer,Chennai,Tamil Nadu,India,Asia Pacific,Asia Pacific,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,1733.88,3,0.0,196.56,176.91,Medium
30246,CA-2015-107192,2013-07-28,2013-08-04,Standard Class,CG-10818,Amanda Harris,Consumer,Tokyo,Tokyo,Japan,Asia Pacific,Asia Pacific,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,473.85,3,0.1,174.14,7.43,Medium
30247,CA-2018-124280,2013-07-28,2013-08-03,Second Class,CG-10081,Sarah Martinez,Consumer,Lagos,Lagos,Nigeria,Africa,Africa,OFF-EN-10082,Office Supplies,Envelopes,Smead Poly,78.77,3,0.2,23.93,1.79,Medium
30248,CA-2023-147376,2013-07-28,2013-08-04,Standard Class,CG-10651,Robert Jackson,Consumer,Paris,Île-de-France,France,Europe,Europe,FUR-ST-10003,Furniture,Storage,Fellowes Bankers Box,169.68,5,0.2,25.35,15.69,Low
30249,CA-2015-107123,2013-07-28,2013-08-01,First Class,CG-11188,Chris Harris,Corporate,Houston,Texas,United States,North America,North America,TEC-AC-10044,Technology,Accessories,Samsung Monitor,97.38,1,0.5,-20.46,4.57,High
30250,CA-2019-126555,2013-07-28,2013-08-06,Standard Class,CG-11493,Kevin Anderson,Consumer,Miami,Florida,United States,North America,North America,FUR-TA-10051,Furniture,Tables,Bretford Rectangular,58.05,1,0.8,-40.82,3.99,Low
30251,CA-2015-105399,2013-07-28,2013-08-01,First Class,CG-10928,William White,Corporate,Marseille,Provence,France,Europe,Europe,FUR-CH-10022,Furniture,Chairs,Bush Industries Chair,354.18,1,0.2,27.89,33.25,Medium
30252,CA-2023-146200,2013-07-28,2013-08-05,Standard Class,CG-10858,Amanda Jackson,Consumer,Chicago,Illinois,United States,North America,North America,OFF-BI-10054,Office Supplies,Binders,Cardinal Slant-D,524.54,7,0.1,178.42,69.15,Low
30253,CA-2014-103074,2013-07-28,2013-08-06,Standard Class,CG-10588,Kevin Lewis,Corporate,Lyon,Auvergne-Rhône-Alpes,France,Europe,Europe,OFF-PA-10017,Office Supplies,Paper,Xerox 4200,164.32,3,0.1,29.67,23.94,Medium
30254,CA-2015-106474,2013-07-28,2013-08-04,Standard Class,CG-11107,Sarah Martinez,Home Office,Durban,KwaZulu-Natal,South Africa,Africa,Africa,FUR-ST-10066,Furniture,Storage,Advantus Plastic Rack,277.7,1,0.3,-8.56,4.04,High
30255,CA-2018-122425,2013-07-28,2013-08-03,Second Class,CG-10002,Rachel Jones,Consumer,Montreal,Quebec,Canada,North America,North America,FUR-CH-10077,Furniture,Chairs,HON Ignition,556.6,1,0.0,45.51,83.14,Medium
30256,CA-2021-139350,2013-07-28,2013-07-30,First Class,CG-10535,Rachel Robinson,Consumer,São Paulo,São Paulo,Brazil,LATAM,LATAM,TEC-PH-10023,Technology,Phones,Cisco IP Phone,2282.74,3,0.1,339.02,200.5,High
30257,CA-2017-116632,2013-07-28,2013-08-05,Standard Class,CG-10810,Megan Taylor,Consumer,Montreal,Quebec,Canada,North America,North America,FUR-TA-10057,Furniture,Tables,Chromcraft Bull-Nose,899.76,1,0.3,-282.48,8.87,Low
30258,CA-2023-148330,2013-07-28,2013-08-06,Standard Class,CG-11515,Chris Johnson,Consumer,Tokyo,Tokyo,Japan,Asia Pacific,Asia Pacific,OFF-EN-10061,Office Supplies,Envelopes,Peel & Seel,21.48,1,0.1,8.7,2.29,Low
30259,CA-2019-128273,2013-07-28,2013-08-03,Second Class,CG-10279,Robert Anderson,Consumer,Istanbul,Istanbul,Turkey,EMEA,EMEA,TEC-AC-10024,Technology,Accessories,APC Battery Backup,509.35,5,0.0,121.87,47.76,High
30260,CA-2018-120632,2013-07-28,2013-08-01,First Class,CG-10188,David Harris,Corporate,Chicago,Illinois,United States,North America,North America,TEC-PH-10019,Technology,Phones,Apple iPhone 14,967.54,4,0.4,-146.27,39.03,Medium
30261,CA-2014-103609,2013-07-28,2013-07-29,Same Day,CG-11492,Ashley Robinson,Consumer,Chicago,Illinois,United States,North America,North America,FUR-FU-10013,Furniture,Furnishings,Advantus Globe Weis,197.73,2,0.2,11.13,5.45,High
30262,CA-2016-110491,2013-07-28,2013-08-03,Second Class,CG-10152,Nicole Thomas,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,OFF-EN-10026,Office Supplies,Envelopes,Poly String-Tie,22.24,2,0.2,3.33,1.51,Medium
30263,CA-2017-118295,2013-07-28,2013-08-04,Standard Class,CG-10439,Daniel Davis,Consumer,Philadelphia,Pennsylvania,United States,North America,North America,FUR-BO-10080,Furniture,Bookcases,IKEA KALLAX,224.18,1,0.2,9.13,20.43,Low
30264,CA-2022-141594,2013-07-28,2013-07-30,First Class,CG-10251,James Taylor,Home Office,Montreal,Quebec,Canada,North America,North America,OFF-AR-10049,Office Supplies,Art,Sanford Uni-Ball,13.73,1,0.1,7.51,0.88,High
30265,CA-2020-133594,2013-07-28,2013-08-02,Second Class,CG-11079,Michael Martinez,Corporate,Montreal,Quebec,Canada,North America,North America,OFF-SU-10053,Office Supplies,Supplies,Memorex Floppy,109.82,2,0.1,56.85,7.16,Medium
30266,CA-2017-115807,2013-07-28,2013-07-30,First Class,CG-11258,James Jackson,Corporate,Lyon,Auvergne-Rhône-Alpes,France,Europe,Europe,TEC-CO-10006,Technology,Computers,Asus VivoBook,1122.12,1,0.4,-272.56,115.88,High
30267,CA-2021-135886,2013-07-28,2013-08-04,Standard Class,CG-11047,Ashley Martinez,Consumer,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,FUR-BO-10045,Furniture,Bookcases,Bush Saratoga,204.46,1,0.6,-76.83,16.16,Medium
30268,CA-2018-120038,2013-07-28,2013-07-31,First Class,CG-10262,David Thomas,Home Office,Yokohama,Kanagawa,Japan,Asia Pacific,Asia Pacific,OFF-PA-10043,Office Supplies,Paper,HP Bright White,249.68,4,0.3,23.47,4.74,High
30269,CA-2021-139981,2013-07-28,2013-08-01,Second Class,CG-10475,Robert Jones,Consumer,Montreal,Quebec,Canada,North America,North America,FUR-ST-10066,Furniture,Storage,Advantus Plastic Rack,36.68,1,0.6,-15.4,3.89,Medium
30270,CA-2022-141983,2013-07-28,2013-07-31,First Class,CG-11061,David Martinez,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,OFF-AP-10063,Office Supplies,Appliances,Hoover Handheld,442.65,4,0.3,4.38,58.76,Medium
30271,CA-2020-133677,2013-07-28,2013-08-04,Standard Class,CG-10261,John Wilson,Corporate,Toronto,Ontario,Canada,North America,North America,TEC-CO-10076,Technology,Copiers,Sharp MX,2628.34,1,0.0,767.45,14.84,High
30272,CA-2016-110943,2013-07-28,2013-08-05,Standard Class,CG-11096,Jessica Wilson,Consumer,San Francisco,California,United States,North America,North America,FUR-FU-10001,Furniture,Furnishings,Howard Miller Clock,36.75,3,0.3,1.79,0.72,Medium
30273,CA-2022-141221,2013-07-28,2013-08-02,Second Class,CG-11545,Robert Johnson,Consumer,Brasília,Distrito Federal,Brazil,LATAM,LATAM,OFF-FA-10038,Office Supplies,Fasteners,Hunt Boston,38.45,1,0.0,13.76,4.75,High
30274,CA-2016-111448,2013-07-28,2013-08-01,Second Class,CG-10432,Rachel Miller,Corporate,Berlin,Berlin,Germany,Europe,Europe,OFF-SU-10060,Office Supplies,Supplies,Faber-Castell,57.44,2,0.0,20.51,0.59,Medium
30275,CA-2023-147176,2013-07-28,2013-08-03,Second Class,CG-10346,Megan Smith,Corporate,New York City,New York,United States,North America,North America,OFF-ST-10002,Office Supplies,Storage,Storex Durable,13.04,1,0.0,3.84,1.52,Low
30276,CA-2020-134394,2013-07-28,2013-08-02,Second Class,CG-10223,Ashley Williams,Consumer,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,TEC-AC-10024,Technology,Accessories,APC Battery Backup,138.47,2,0.3,10.87,5.52,High
30277,CA-2020-130848,2013-07-28,2013-08-03,Second Class,CG-10252,Daniel Smith,Consumer,San Francisco,California,United States,North America,North America,FUR-TA-10057,Furniture,Tables,Chromcraft Bull-Nose,1049.29,2,0.5,-344.2,22.82,High
30278,CA-2018-122403,2013-07-28,2013-08-02,Second Class,CG-11389,John Anderson,Corporate,Houston,Texas,United States,North America,North America,FUR-FU-10013,Furniture,Furnishings,Advantus Globe Weis,16.9,3,0.8,-6.36,1.6,Low
30279,CA-2021-139505,2013-07-28,2013-07-31,First Class,CG-11417,John Robinson,Home Office,Seattle,Washington,United States,North America,North America,TEC-AC-10032,Technology,Accessories,Logitech Mouse,91.15,1,0.2,24.03,9.13,Low
30280,CA-2019-125481,2013-07-28,2013-08-03,Second Class,CG-11427,Lauren Anderson,Corporate,Berlin,Berlin,Germany,Europe,Europe,OFF-ST-10047,Office Supplies,Storage,Rogers File Boxes,89.41,1,0.0,32.44,13.04,Medium
30281,CA-2017-115207,2013-07-28,2013-08-06,Standard Class,CG-10134,Daniel Jackson,Home Office,Tokyo,Tokyo,Japan,Asia Pacific,Asia Pacific,OFF-AP-10067,Office Supplies,Appliances,Fellowes PB500,322.24,4,0.0,68.65,14.67,Medium
30282,CA-2022-143842,2013-07-28,2013-08-06,Standard Class,CG-10795,John Robinson,Corporate,Brasília,Distrito Federal,Brazil,LATAM,LATAM,OFF-SU-10036,Office Supplies,Supplies,Staples #10,109.75,2,0.1,26.2,5.52,Medium
30283,CA-2017-116123,2013-07-28,2013-08-04,Standard Class,CG-11305,Nicole Walker,Corporate,Berlin,Berlin,Germany,Europe,Europe,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,488.76,3,0.0,186.26,39.51,Medium
30284,CA-2023-145844,2013-07-28,2013-08-01,Second Class,CG-10635,John White,Corporate,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,TEC-AC-10032,Technology,Accessories,Logitech Mouse,473.84,4,0.6,-146.07,11.39,High
30285,CA-2022-143263,2013-07-28,2013-08-03,Second Class,CG-11256,William Miller,Consumer,Los Angeles,California,United States,North America,North America,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,4761.18,5,0.4,-1236.34,4.45,Medium
30286,CA-2021-136861,2013-07-28,2013-08-01,Second Class,CG-11016,Emily Lewis,Consumer,Manchester,England,United Kingdom,Europe,Europe,FUR-ST-10066,Furniture,Storage,Advantus Plastic Rack,149.9,1,0.0,22.73,3.85,Medium
30287,CA-2022-142889,2013-07-28,2013-08-05,Standard Class,CG-10807,Thomas Robinson,Consumer,Seattle,Washington,United States,North America,North America,FUR-BO-10087,Furniture,Bookcases,Artistic Wire,819.0,2,0.1,121.19,18.72,High
30288,CA-2023-149248,2013-07-28,2013-08-01,Second Class,CG-11312,Chris Taylor,Corporate,New York City,New York,United States,North America,North America,FUR-BO-10045,Furniture,Bookcases,Bush Saratoga,848.74,6,0.2,73.9,19.92,Low
30289,CA-2017-118274,2013-07-28,2013-08-05,Standard Class,CG-10195,John Wilson,Corporate,Philadelphia,Pennsylvania,United States,North America,North America,FUR-TA-10091,Furniture,Tables,Bevis 36W,691.09,1,0.4,-142.88,89.83,High
30290,CA-2017-116147,2013-07-28,2013-08-06,Standard Class,CG-10527,Megan Robinson,Consumer,Dallas,Texas,United States,North America,North America,TEC-AC-10032,Technology,Accessories,Logitech Mouse,179.34,1,0.0,71.46,22.68,High
30291,CA-2016-114777,2013-07-28,2013-08-02,Second Class,CG-11506,James Thomas,Home Office,Chicago,Illinois,United States,North America,North America,OFF-ST-10069,Office Supplies,Storage,Avery Recycled,149.65,1,0.0,65.5,13.92,Medium
30292,CA-2017-115348,2013-07-28,2013-08-02,Second Class,CG-10644,Chris Smith,Corporate,Vancouver,British Columbia,Canada,North America,North America,FUR-TA-10012,Furniture,Tables,KI Adjustable Table,1206.8,1,0.2,-13.28,97.66,Medium
30293,CA-2017-119042,2013-07-28,2013-08-03,Second Class,CG-10578,David Jones,Corporate,Seattle,Washington,United States,North America,North America,TEC-AC-10044,Technology,Accessories,Samsung Monitor,127.89,3,0.0,35.82,8.51,Low
30294,CA-2021-137637,2013-07-28,2013-08-04,Standard Class,CG-10793,David Jackson,Consumer,Hamburg,Hamburg,Germany,Europe,Europe,TEC-CO-10074,Technology,Computers,Dell Inspiron 15,1663.35,2,0.3,-257.24,46.01,Low
30295,CA-2023-149643,2013-07-28,2013-08-06,Standard Class,CG-10400,Ashley Jones,Home Office,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,OFF-AR-10037,Office Supplies,Art,Quartet Melamine,334.77,3,0.0,199.92,31.56,High
30296,CA-2016-111372,2013-07-28,2013-08-04,Standard Class,CG-11454,Rachel Taylor,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,TEC-PH-10041,Technology,Phones,Nokia 3310,209.91,1,0.0,56.09,3.73,High
30297,CA-2018-122322,2013-07-28,2013-08-02,Second Class,CG-11166,David Harris,Consumer,Chicago,Illinois,United States,North America,North America,OFF-EN-10056,Office Supplies,Envelopes,Mead #10,40.94,2,0.0,14.41,5.24,Low
30298,CA-2024-150828,2013-07-28,2013-08-01,First Class,CG-10215,David Thomas,Corporate,Houston,Texas,United States,North America,North America,OFF-AP-10063,Office Supplies,Appliances,Hoover Handheld,982.8,3,0.0,364.01,4.98,Medium
30299,CA-2015-106455,2013-07-28,2013-08-01,Second Class,CG-11517,David Garcia,Corporate,Brasília,Distrito Federal,Brazil,LATAM,LATAM,OFF-FA-10065,Office Supplies,Fasteners,Cardinal Jumbo Binder,35.32,1,0.1,13.62,0.52,Medium
30300,CA-2014-103390,2013-07-28,2013-08-05,Standard Class,CG-10338,John Garcia,Corporate,Brasília,Distrito Federal,Brazil,LATAM,LATAM,OFF-BI-10015,Office Supplies,Binders,Ibico Standard,161.95,3,0.1,50.21,11.14,Medium
30301,CA-2021-136307,2013-07-28,2013-08-02,Second Class,CG-10754,Jane Lewis,Home Office,Miami,Florida,United States,North America,North America,OFF-FA-10030,Office Supplies,Fasteners,Swingline Optima,31.63,1,0.0,14.1,0.87,Low
30302,CA-2015-108158,2013-07-28,2013-08-05,Standard Class,CG-11478,Thomas Garcia,Corporate,Seattle,Washington,United States,North America,North America,TEC-MA-10064,Technology,Machines,Zebra Label Printer,146.53,1,0.5,-37.57,4.63,Low
30303,CA-2021-136745,2013-07-28,2013-08-02,Second Class,CG-10392,Thomas White,Corporate,Ankara,Ankara,Turkey,EMEA,EMEA,OFF-EN-10061,Office Supplies,Envelopes,Peel & Seel,156.2,5,0.1,34.66,11.41,Medium
30304,CA-2017-116487,2013-07-28,2013-08-05,Standard Class,CG-10310,Nicole Williams,Consumer,Munich,Bavaria,Germany,Europe,Europe,FUR-CH-10020,Furniture,Chairs,Office Star,304.51,3,0.1,68.98,31.02,Medium
30305,CA-2014-100281,2013-07-28,2013-08-04,Standard Class,CG-10930,Thomas Martinez,Home Office,Beijing,Beijing,China,Asia Pacific,Asia Pacific,OFF-AP-10035,Office Supplies,Appliances,Acco Thermal Laminator,1465.56,4,0.1,254.0,183.13,Low
30306,CA-2015-106993,2013-07-28,2013-08-01,Second Class,CG-10471,Megan Brown,Consumer,Shenzhen,Guangdong,China,Asia Pacific,Asia Pacific,TEC-PH-10023,Technology,Phones,Cisco IP Phone,146.81,1,0.8,-79.0,16.95,Medium
30307,CA-2022-141001,2013-07-28,2013-08-05,Standard Class,CG-11524,James Smith,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,OFF-PA-10084,Office Supplies,Paper,Georgia-Pacific,65.82,1,0.0,29.24,8.41,High
30308,CA-2023-149030,2013-07-28,2013-07-30,First Class,CG-11025,Chris Clark,Corporate,Dallas,Texas,United States,North America,North America,TEC-AC-10032,Technology,Accessories,Logitech Mouse,713.12,5,0.2,145.96,34.53,Medium
30309,CA-2023-149129,2013-07-28,2013-08-02,Second Class,CG-10040,John Harris,Consumer,New York City,New York,United States,North America,North America,FUR-TA-10051,Furniture,Tables,Bretford Rectangular,1419.8,2,0.3,-350.61,2.21,Low
30310,CA-2016-113034,2013-07-28,2013-08-02,Second Class,CG-11461,Chris Robinson,Home Office,Perth,Western Australia,Australia,Oceania,Oceania,OFF-FA-10065,Office Supplies,Fasteners,Cardinal Jumbo Binder,33.59,1,0.1,8.61,3.84,Medium
30311,CA-2021-139823,2013-07-28,2013-08-04,Standard Class,CG-10256,Ashley Jones,Home Office,Sydney,New South Wales,Australia,Oceania,Oceania,TEC-AC-10044,Technology,Accessories,Samsung Monitor,522.92,3,0.3,45.76,37.52,Low
30312,CA-2018-123396,2013-07-29,2013-08-05,Standard Class,CG-11159,Kevin Williams,Consumer,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,FUR-FU-10009,Furniture,Furnishings,Eldon Stackables,195.0,1,0.0,34.09,11.79,High
30313,CA-2022-144188,2013-07-29,2013-08-03,Second Class,CG-10882,Jane Wilson,Consumer,Dammam,Eastern Province,Saudi Arabia,EMEA,EMEA,TEC-MA-10018,Technology,Machines,Epson LabelWorks,755.97,1,0.1,124.69,40.7,High
30314,CA-2022-143976,2013-07-29,2013-08-05,Standard Class,CG-10124,Rachel Martinez,Consumer,Mexico City,CDMX,Mexico,LATAM,LATAM,OFF-SU-10036,Office Supplies,Supplies,Staples #10,78.46,4,0.2,15.07,8.22,Medium
30315,CA-2018-121309,2013-07-29,2013-08-02,First Class,CG-11565,Sarah Harris,Consumer,Miami,Florida,United States,North America,North America,OFF-AP-10005,Office Supplies,Appliances,Avery Thermal Print,795.57,3,0.0,231.76,70.97,Medium
30316,CA-2020-131377,2013-07-29,2013-08-03,Second Class,CG-10000,Nicole Jones,Consumer,Berlin,Berlin,Germany,Europe,Europe,TEC-PH-10007,Technology,Phones,Samsung Galaxy S23,198.16,1,0.6,-74.39,24.81,High
30317,CA-2022-140021,2013-07-29,2013-07-30,Same Day,CG-10109,Daniel Miller,Corporate,Shanghai,Shanghai,China,Asia Pacific,Asia Pacific,OFF-AP-10055,Office Supplies,Appliances,Quartet Overhead,1848.44,4,0.0,472.39,247.9,Medium
30318,CA-2021-136103,2013-07-29,2013-08-06,Standard Class,CG-10583,David Lewis,Corporate,Guangzhou,Guangdong,China,Asia Pacific,Asia Pacific,TEC-CO-10070,Technology,Computers,Lenovo ThinkPad,3233.93,3,0.1,486.46,168.24,High
30319,CA-2019-129981,2013-07-29,2013-08-06,Standard Class,CG-11149,Michael Martinez,Home Office,Mexico City,CDMX,Mexico,LATAM,LATAM,FUR-CH-10020,Furniture,Chairs,Office Star,1240.57,3,0.3,-148.8,96.5,Critical
30320,CA-2020-133239,2013-07-29,2013-08-05,Standard Class,CG-10789,Thomas Clark,Consumer,Lagos,Lagos,Nigeria,Africa,Africa,OFF-AP-10005,Office Supplies,Appliances,Avery Thermal Print,219.65,1,0.0,64.09,18.21,Critical
30321,CA-2017-117918,2013-07-29,2013-08-03,Second Class,CG-10162,James Anderson,Home Office,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,634.9,4,0.3,57.66,13.52,High
30322,CA-2015-106385,2013-07-29,2013-08-05,Standard Class,CG-10200,John Johnson,Home Office,Melbourne,Victoria,Australia,Oceania,Oceania,FUR-ST-10010,Furniture,Storage,Sauder Edgewater,220.25,5,0.7,-77.84,15.8,High
30323,CA-2016-113442,2013-07-29,2013-08-01,First Class,CG-10602,Nicole Taylor,Consumer,Bangalore,Karnataka,India,Asia Pacific,Asia Pacific,OFF-BI-10092,Office Supplies,Binders,Avery Heavy Duty,124.63,1,0.3,15.78,9.79,Critical
30324,CA-2017-116954,2013-07-29,2013-07-29,Same Day,CG-10397,Ashley Clark,Corporate,Rio de Janeiro,Rio de Janeiro,Brazil,LATAM,LATAM,FUR-CH-10048,Furniture,Chairs,Herman Miller Aeron,885.1,2,0.0,256.87,110.5,Medium
30325,CA-2017-118561,2013-07-29,2013-08-05,Standard Class,CG-11287,David Thomas,Consumer,Atlanta,Georgia,United States,North America,North America,TEC-CO-10094,Technology,Copiers,Xerox WorkCentre,1548.75,1,0.4,-144.09,84.93,High
