customer_id,customer_name,segment,total_orders,total_spent,total_profit,avg_discount,value_segment,segment_threshold_high,segment_threshold_low
LP-170801,Liz Pelletier,Consumer,5,2949.0,-75.97,0.245,Mid Value,3763.0,728.0
LP-170802,Liz Pelletier,Consumer,7,1128.0,89.47,0.17,Mid Value,3763.0,728.0
LP-170803,Liz Pelletier,Consumer,8,2799.0,-386.21,0.133,Mid Value,3763.0,728.0
LP-170804,Liz Pelletier,Consumer,4,757.0,110.78,0.111,Mid Value,3763.0,728.0
LP-170951,Liz Preis,Consumer,8,4733.0,648.65,0.212,High Value,3763.0,728.0
LP-170952,Liz Preis,Consumer,4,1493.0,164.17,0.029,Mid Value,3763.0,728.0
LP-170953,Liz Preis,Consumer,7,5720.0,852.07,0.092,High Value,3763.0,728.0
LP-170954,Liz Preis,Consumer,7,3654.0,338.45,0.187,Mid Value,3763.0,728.0
LP-70801,Liz Pelletier,Consumer,4,1625.0,73.2,0.0,Mid Value,3763.0,728.0
LP-70802,Liz Pelletier,Consumer,3,207.0,-76.84,0.45,Low Value,3763.0,728.0
LP-70951,Liz Preis,Consumer,1,4.0,0.42,0.0,Low Value,3763.0,728.0
LP-70952,Liz Preis,Consumer,1,238.0,61.32,0.0,Low Value,3763.0,728.0
LP-70953,Liz Preis,Consumer,2,769.0,57.63,0.15,Mid Value,3763.0,728.0
LR-169151,Lena Radford,Consumer,5,6098.0,1650.12,0.0,High Value,3763.0,728.0
LR-169152,Lena Radford,Consumer,8,8429.0,1143.37,0.047,High Value,3763.0,728.0
LR-169153,Lena Radford,Consumer,7,2765.0,275.5,0.277,Mid Value,3763.0,728.0
LR-169154,Lena Radford,Consumer,6,5143.0,535.48,0.175,High Value,3763.0,728.0
LR-170351,Lisa Ryan,Corporate,6,4601.0,541.84,0.162,High Value,3763.0,728.0
LR-170352,Lisa Ryan,Corporate,7,5989.0,1231.88,0.073,High Value,3763.0,728.0
LR-170353,Lisa Ryan,Corporate,8,3652.0,774.78,0.1,Mid Value,3763.0,728.0
LR-170354,Lisa Ryan,Corporate,5,1880.0,-382.81,0.275,Mid Value,3763.0,728.0
LR-69151,Lena Radford,Consumer,1,49.0,11.85,0.0,Low Value,3763.0,728.0
LR-69152,Lena Radford,Consumer,2,419.0,-244.6,0.525,Low Value,3763.0,728.0
LR-70351,Lisa Ryan,Corporate,6,1864.0,189.63,0.0,Mid Value,3763.0,728.0
LR-70352,Lisa Ryan,Corporate,3,813.0,93.81,0.0,Mid Value,3763.0,728.0
LS-169451,Linda Southworth,Corporate,4,4275.0,-40.6,0.26,High Value,3763.0,728.0
LS-169452,Linda Southworth,Corporate,5,1979.0,48.34,0.33,Mid Value,3763.0,728.0
LS-169453,Linda Southworth,Corporate,5,1321.0,224.52,0.172,Mid Value,3763.0,728.0
LS-169454,Linda Southworth,Corporate,6,2845.0,-318.77,0.307,Mid Value,3763.0,728.0
LS-169751,Lindsay Shagiari,Home Office,4,1977.0,658.02,0.078,Mid Value,3763.0,728.0
LS-169752,Lindsay Shagiari,Home Office,3,1123.0,53.73,0.133,Mid Value,3763.0,728.0
LS-169753,Lindsay Shagiari,Home Office,6,2560.0,763.49,0.043,Mid Value,3763.0,728.0
LS-169754,Lindsay Shagiari,Home Office,9,2989.0,262.64,0.282,Mid Value,3763.0,728.0
LS-172001,Luke Schmidt,Corporate,8,4036.0,550.17,0.228,High Value,3763.0,728.0
LS-172002,Luke Schmidt,Corporate,3,3216.0,-197.81,0.2,Mid Value,3763.0,728.0
LS-172003,Luke Schmidt,Corporate,7,6997.0,1159.89,0.024,High Value,3763.0,728.0
LS-172004,Luke Schmidt,Corporate,6,1009.0,244.2,0.2,Mid Value,3763.0,728.0
LS-172301,Lycoris Saunders,Consumer,9,5888.0,1090.65,0.148,High Value,3763.0,728.0
LS-172302,Lycoris Saunders,Consumer,6,2369.0,440.39,0.069,Mid Value,3763.0,728.0
LS-172303,Lycoris Saunders,Consumer,6,1949.0,376.46,0.215,Mid Value,3763.0,728.0
LS-172304,Lycoris Saunders,Consumer,3,368.0,39.2,0.117,Low Value,3763.0,728.0
LS-172451,Lynn Smith,Consumer,7,3639.0,824.92,0.063,Mid Value,3763.0,728.0
LS-172452,Lynn Smith,Consumer,3,893.0,164.74,0.05,Mid Value,3763.0,728.0
LS-172453,Lynn Smith,Consumer,8,5219.0,540.16,0.063,High Value,3763.0,728.0
LS-172454,Lynn Smith,Consumer,6,1007.0,348.36,0.083,Mid Value,3763.0,728.0
LS-69451,Linda Southworth,Corporate,5,1321.0,474.83,0.078,Mid Value,3763.0,728.0
LS-69452,Linda Southworth,Corporate,1,194.0,9.33,0.0,Low Value,3763.0,728.0
LS-69453,Linda Southworth,Corporate,6,1210.0,-465.5,0.3,Mid Value,3763.0,728.0
LS-69751,Lindsay Shagiari,Home Office,3,217.0,-10.84,0.14,Low Value,3763.0,728.0
LS-69752,Lindsay Shagiari,Home Office,1,451.0,100.74,0.0,Low Value,3763.0,728.0
LS-69753,Lindsay Shagiari,Home Office,1,49.0,-49.7,0.6,Low Value,3763.0,728.0
LS-72001,Luke Schmidt,Corporate,4,341.0,-102.47,0.3,Low Value,3763.0,728.0
LS-72301,Lycoris Saunders,Consumer,4,505.0,43.04,0.087,Low Value,3763.0,728.0
LS-72302,Lycoris Saunders,Consumer,6,660.0,-612.33,0.591,Low Value,3763.0,728.0
LS-72451,Lynn Smith,Consumer,4,915.0,-386.35,0.4,Mid Value,3763.0,728.0
LS-72452,Lynn Smith,Consumer,2,40.0,6.3,0.0,Low Value,3763.0,728.0
LT-167651,Larry Tron,Consumer,10,7225.0,904.96,0.057,High Value,3763.0,728.0
LT-167652,Larry Tron,Consumer,6,4891.0,1701.33,0.135,High Value,3763.0,728.0
LT-167653,Larry Tron,Consumer,11,4808.0,1283.34,0.027,High Value,3763.0,728.0
LT-167654,Larry Tron,Consumer,3,330.0,59.04,0.133,Low Value,3763.0,728.0
LT-171101,Liz Thompson,Consumer,8,4690.0,504.31,0.156,High Value,3763.0,728.0
LT-171102,Liz Thompson,Consumer,7,4197.0,275.15,0.174,High Value,3763.0,728.0
LT-171103,Liz Thompson,Consumer,3,1163.0,281.86,0.04,Mid Value,3763.0,728.0
LT-171104,Liz Thompson,Consumer,8,2935.0,320.97,0.246,Mid Value,3763.0,728.0
LT-67651,Larry Tron,Consumer,2,1279.0,259.56,0.0,Mid Value,3763.0,728.0
LT-67652,Larry Tron,Consumer,1,29.0,1.44,0.0,Low Value,3763.0,728.0
LT-67653,Larry Tron,Consumer,1,57.0,3.99,0.0,Low Value,3763.0,728.0
LT-71101,Liz Thompson,Consumer,4,7853.0,1676.09,0.05,High Value,3763.0,728.0
LT-71102,Liz Thompson,Consumer,2,379.0,88.05,0.0,Low Value,3763.0,728.0
LW-168251,Laurel Workman,Corporate,8,2026.0,489.52,0.064,Mid Value,3763.0,728.0
LW-168252,Laurel Workman,Corporate,5,5260.0,383.7,0.077,High Value,3763.0,728.0
LW-168253,Laurel Workman,Corporate,2,469.0,76.21,0.001,Low Value,3763.0,728.0
LW-168254,Laurel Workman,Corporate,5,2239.0,32.58,0.207,Mid Value,3763.0,728.0
LW-169901,Lindsay Williams,Corporate,4,1151.0,367.18,0.1,Mid Value,3763.0,728.0
LW-169902,Lindsay Williams,Corporate,7,4275.0,406.16,0.104,High Value,3763.0,728.0
LW-169903,Lindsay Williams,Corporate,6,456.0,-100.82,0.3,Low Value,3763.0,728.0
LW-169904,Lindsay Williams,Corporate,6,3232.0,662.83,0.109,Mid Value,3763.0,728.0
LW-171251,Liz Willingham,Consumer,1,529.0,-176.19,0.25,Low Value,3763.0,728.0
LW-171252,Liz Willingham,Consumer,9,2329.0,120.56,0.107,Mid Value,3763.0,728.0
LW-171253,Liz Willingham,Consumer,3,1252.0,381.05,0.033,Mid Value,3763.0,728.0
LW-171254,Liz Willingham,Consumer,3,1259.0,192.63,0.0,Mid Value,3763.0,728.0
LW-172151,Luke Weiss,Consumer,8,2914.0,-296.61,0.23,Mid Value,3763.0,728.0
LW-172152,Luke Weiss,Consumer,4,404.0,30.93,0.025,Low Value,3763.0,728.0
LW-172153,Luke Weiss,Consumer,5,1789.0,423.0,0.05,Mid Value,3763.0,728.0
LW-172154,Luke Weiss,Consumer,7,5422.0,837.24,0.167,High Value,3763.0,728.0
LW-68251,Laurel Workman,Corporate,5,329.0,79.66,0.011,Low Value,3763.0,728.0
LW-68252,Laurel Workman,Corporate,6,550.0,87.13,0.109,Low Value,3763.0,728.0
LW-69901,Lindsay Williams,Corporate,3,172.0,18.57,0.0,Low Value,3763.0,728.0
LW-69902,Lindsay Williams,Corporate,8,1696.0,133.01,0.269,Mid Value,3763.0,728.0
LW-71251,Liz Willingham,Consumer,5,2012.0,714.98,0.175,Mid Value,3763.0,728.0
LW-71252,Liz Willingham,Consumer,4,664.0,167.02,0.257,Low Value,3763.0,728.0
LW-72151,Luke Weiss,Consumer,3,896.0,-341.38,0.175,Mid Value,3763.0,728.0
LW-72152,Luke Weiss,Consumer,1,277.0,91.44,0.0,Low Value,3763.0,728.0
LW-72153,Luke Weiss,Consumer,1,349.0,104.76,0.0,Low Value,3763.0,728.0
MA-175601,Matt Abelman,Home Office,5,1209.0,52.09,0.252,Mid Value,3763.0,728.0
MA-175602,Matt Abelman,Home Office,4,2823.0,-574.95,0.329,Mid Value,3763.0,728.0
MA-175603,Matt Abelman,Home Office,4,2486.0,66.71,0.267,Mid Value,3763.0,728.0
MA-175604,Matt Abelman,Home Office,11,4300.0,1240.23,0.094,High Value,3763.0,728.0
MA-179951,Michelle Arnett,Home Office,6,4311.0,830.79,0.082,High Value,3763.0,728.0
MA-179952,Michelle Arnett,Home Office,4,1634.0,259.33,0.017,Mid Value,3763.0,728.0
MA-179953,Michelle Arnett,Home Office,6,1607.0,-481.58,0.16,Mid Value,3763.0,728.0
MA-179954,Michelle Arnett,Home Office,6,2453.0,280.78,0.042,Mid Value,3763.0,728.0
MA-75601,Matt Abelman,Home Office,1,559.0,79.59,0.0,Low Value,3763.0,728.0
MA-75602,Matt Abelman,Home Office,3,1070.0,-343.76,0.2,Mid Value,3763.0,728.0
MA-79951,Michelle Arnett,Home Office,8,1558.0,429.23,0.064,Mid Value,3763.0,728.0
MA-79952,Michelle Arnett,Home Office,1,130.0,30.0,0.0,Low Value,3763.0,728.0
MA-79953,Michelle Arnett,Home Office,2,240.0,-245.87,0.6,Low Value,3763.0,728.0
MB-173051,Maria Bertelson,Consumer,4,7524.0,1895.59,0.188,High Value,3763.0,728.0
MB-173052,Maria Bertelson,Consumer,10,5086.0,756.9,0.094,High Value,3763.0,728.0
MB-173053,Maria Bertelson,Consumer,3,2573.0,616.49,0.057,Mid Value,3763.0,728.0
MB-173054,Maria Bertelson,Consumer,10,1547.0,212.43,0.174,Mid Value,3763.0,728.0
MB-180851,Mick Brown,Consumer,4,6116.0,1191.72,0.043,High Value,3763.0,728.0
MB-180852,Mick Brown,Consumer,9,1735.0,224.77,0.215,Mid Value,3763.0,728.0
MB-180853,Mick Brown,Consumer,10,5466.0,702.0,0.136,High Value,3763.0,728.0
MB-180854,Mick Brown,Consumer,7,1429.0,117.81,0.2,Mid Value,3763.0,728.0
MB-73051,Maria Bertelson,Consumer,4,4215.0,1055.43,0.14,High Value,3763.0,728.0
MB-73052,Maria Bertelson,Consumer,4,662.0,85.51,0.086,Low Value,3763.0,728.0
MB-80851,Mick Brown,Consumer,2,139.0,-99.11,0.525,Low Value,3763.0,728.0
MB-80852,Mick Brown,Consumer,6,1566.0,458.77,0.067,Mid Value,3763.0,728.0
MC-172751,Marc Crier,Consumer,9,2443.0,-25.74,0.219,Mid Value,3763.0,728.0
MC-172752,Marc Crier,Consumer,9,2843.0,95.61,0.094,Mid Value,3763.0,728.0
MC-172753,Marc Crier,Consumer,8,3672.0,932.21,0.057,Mid Value,3763.0,728.0
MC-172754,Marc Crier,Consumer,8,2727.0,461.0,0.131,Mid Value,3763.0,728.0
MC-174251,Mark Cousins,Corporate,10,4780.0,947.08,0.139,High Value,3763.0,728.0
MC-174252,Mark Cousins,Corporate,4,526.0,119.47,0.2,Low Value,3763.0,728.0
MC-174253,Mark Cousins,Corporate,11,5317.0,1111.62,0.104,High Value,3763.0,728.0
MC-174254,Mark Cousins,Corporate,5,4433.0,1802.39,0.12,High Value,3763.0,728.0
MC-175751,Matt Collins,Consumer,9,7467.0,30.23,0.2,High Value,3763.0,728.0
MC-175752,Matt Collins,Consumer,6,2352.0,595.9,0.02,Mid Value,3763.0,728.0
MC-175753,Matt Collins,Consumer,10,3154.0,129.14,0.189,Mid Value,3763.0,728.0
MC-175754,Matt Collins,Consumer,8,1304.0,210.75,0.291,Mid Value,3763.0,728.0
MC-175901,Matt Collister,Corporate,1,2445.0,341.25,0.0,Mid Value,3763.0,728.0
MC-175902,Matt Collister,Corporate,7,2191.0,349.95,0.1,Mid Value,3763.0,728.0
MC-175903,Matt Collister,Corporate,11,3057.0,357.42,0.059,Mid Value,3763.0,728.0
MC-175904,Matt Collister,Corporate,6,2427.0,288.98,0.171,Mid Value,3763.0,728.0
MC-176051,Matt Connell,Corporate,4,2942.0,-243.6,0.217,Mid Value,3763.0,728.0
MC-176052,Matt Connell,Corporate,6,3719.0,906.51,0.0,Mid Value,3763.0,728.0
MC-176053,Matt Connell,Corporate,8,4103.0,437.93,0.071,High Value,3763.0,728.0
MC-176054,Matt Connell,Corporate,8,2258.0,195.45,0.222,Mid Value,3763.0,728.0
MC-176351,Matthew Clasen,Corporate,10,7576.0,1329.56,0.12,High Value,3763.0,728.0
MC-176352,Matthew Clasen,Corporate,7,2615.0,330.0,0.05,Mid Value,3763.0,728.0
MC-176353,Matthew Clasen,Corporate,13,10126.0,2117.88,0.021,High Value,3763.0,728.0
MC-176354,Matthew Clasen,Corporate,4,795.0,-247.94,0.175,Mid Value,3763.0,728.0
MC-178451,Michael Chen,Consumer,10,6969.0,-124.13,0.281,High Value,3763.0,728.0
MC-178452,Michael Chen,Consumer,5,1717.0,120.59,0.114,Mid Value,3763.0,728.0
MC-178453,Michael Chen,Consumer,9,2456.0,369.43,0.013,Mid Value,3763.0,728.0
MC-178454,Michael Chen,Consumer,7,3805.0,698.42,0.1,High Value,3763.0,728.0
MC-181001,Mick Crebagga,Consumer,8,3397.0,-842.03,0.208,Mid Value,3763.0,728.0
MC-181002,Mick Crebagga,Consumer,9,3957.0,641.02,0.04,High Value,3763.0,728.0
MC-181003,Mick Crebagga,Consumer,6,1781.0,395.89,0.062,Mid Value,3763.0,728.0
MC-181004,Mick Crebagga,Consumer,10,2220.0,-64.17,0.268,Mid Value,3763.0,728.0
MC-181301,Mike Caudle,Corporate,4,790.0,131.03,0.088,Mid Value,3763.0,728.0
MC-181302,Mike Caudle,Corporate,3,3277.0,681.35,0.022,Mid Value,3763.0,728.0
MC-181303,Mike Caudle,Corporate,11,2881.0,-216.97,0.146,Mid Value,3763.0,728.0
MC-181304,Mike Caudle,Corporate,5,1582.0,121.76,0.055,Mid Value,3763.0,728.0
MC-72751,Marc Crier,Consumer,3,1324.0,44.67,0.28,Mid Value,3763.0,728.0
MC-72752,Marc Crier,Consumer,2,2979.0,605.73,0.0,Mid Value,3763.0,728.0
MC-74251,Mark Cousins,Corporate,4,1381.0,-1144.84,0.583,Mid Value,3763.0,728.0
MC-74252,Mark Cousins,Corporate,1,111.0,15.54,0.0,Low Value,3763.0,728.0
MC-75751,Matt Collins,Consumer,3,761.0,-13.32,0.233,Mid Value,3763.0,728.0
MC-75752,Matt Collins,Consumer,5,2859.0,796.64,0.055,Mid Value,3763.0,728.0
MC-75901,Matt Collister,Corporate,2,481.0,82.29,0.0,Low Value,3763.0,728.0
MC-75902,Matt Collister,Corporate,1,1073.0,487.29,0.0,Mid Value,3763.0,728.0
MC-76051,Matt Connell,Corporate,1,18.0,3.63,0.0,Low Value,3763.0,728.0
MC-76052,Matt Connell,Corporate,1,190.0,67.05,0.0,Low Value,3763.0,728.0
MC-76351,Matthew Clasen,Corporate,2,634.0,105.54,0.0,Low Value,3763.0,728.0
MC-76352,Matthew Clasen,Corporate,2,59.0,8.26,0.2,Low Value,3763.0,728.0
MC-78451,Michael Chen,Consumer,2,384.0,50.13,0.0,Low Value,3763.0,728.0
MC-78452,Michael Chen,Consumer,2,608.0,98.57,0.233,Low Value,3763.0,728.0
MC-81001,Mick Crebagga,Consumer,3,659.0,205.44,0.0,Low Value,3763.0,728.0
MC-81301,Mike Caudle,Corporate,2,345.0,-66.15,0.175,Low Value,3763.0,728.0
MC-81302,Mike Caudle,Corporate,3,480.0,145.62,0.0,Low Value,3763.0,728.0
MD-173501,Maribeth Dona,Consumer,6,2062.0,-543.55,0.271,Mid Value,3763.0,728.0
MD-173502,Maribeth Dona,Consumer,4,970.0,95.79,0.063,Mid Value,3763.0,728.0
MD-173503,Maribeth Dona,Consumer,13,9657.0,1730.67,0.057,High Value,3763.0,728.0
MD-173504,Maribeth Dona,Consumer,7,3766.0,-241.95,0.329,High Value,3763.0,728.0
MD-178601,Michael Dominguez,Corporate,9,9590.0,1235.56,0.086,High Value,3763.0,728.0
MD-178602,Michael Dominguez,Corporate,9,2689.0,436.82,0.079,Mid Value,3763.0,728.0
MD-178603,Michael Dominguez,Corporate,5,2090.0,-72.02,0.109,Mid Value,3763.0,728.0
MD-178604,Michael Dominguez,Corporate,5,1203.0,-4.04,0.287,Mid Value,3763.0,728.0
MD-73501,Maribeth Dona,Consumer,3,732.0,121.11,0.0,Mid Value,3763.0,728.0
MD-73502,Maribeth Dona,Consumer,1,26.0,13.2,0.0,Low Value,3763.0,728.0
MD-73503,Maribeth Dona,Consumer,2,616.0,55.37,0.4,Low Value,3763.0,728.0
MD-78601,Michael Dominguez,Corporate,5,6855.0,2176.09,0.1,High Value,3763.0,728.0
ME-173201,Maria Etezadi,Home Office,6,5608.0,629.13,0.092,High Value,3763.0,728.0
ME-173202,Maria Etezadi,Home Office,10,6977.0,921.85,0.112,High Value,3763.0,728.0
ME-173203,Maria Etezadi,Home Office,4,1281.0,-50.79,0.15,Mid Value,3763.0,728.0
ME-173204,Maria Etezadi,Home Office,10,10665.0,1859.47,0.132,High Value,3763.0,728.0
ME-177251,Max Engle,Consumer,9,3465.0,118.01,0.135,Mid Value,3763.0,728.0
ME-177252,Max Engle,Consumer,3,801.0,151.52,0.25,Mid Value,3763.0,728.0
ME-177253,Max Engle,Consumer,8,1666.0,-23.86,0.108,Mid Value,3763.0,728.0
ME-177254,Max Engle,Consumer,8,1908.0,77.81,0.225,Mid Value,3763.0,728.0
ME-180101,Michelle Ellison,Corporate,6,1520.0,290.14,0.071,Mid Value,3763.0,728.0
ME-180102,Michelle Ellison,Corporate,11,5882.0,116.18,0.058,High Value,3763.0,728.0
ME-180103,Michelle Ellison,Corporate,6,1888.0,125.63,0.2,Mid Value,3763.0,728.0
ME-180104,Michelle Ellison,Corporate,4,1257.0,107.36,0.167,Mid Value,3763.0,728.0
ME-73201,Maria Etezadi,Home Office,4,419.0,-170.68,0.467,Low Value,3763.0,728.0
ME-73202,Maria Etezadi,Home Office,6,1302.0,229.59,0.0,Mid Value,3763.0,728.0
ME-77251,Max Engle,Consumer,4,514.0,-89.56,0.2,Low Value,3763.0,728.0
ME-77252,Max Engle,Consumer,1,204.0,53.07,0.0,Low Value,3763.0,728.0
ME-77253,Max Engle,Consumer,6,1366.0,386.28,0.0,Mid Value,3763.0,728.0
ME-80101,Michelle Ellison,Corporate,1,161.0,15.9,0.0,Low Value,3763.0,728.0
MF-176651,Maureen Fritzler,Corporate,7,4636.0,369.32,0.192,High Value,3763.0,728.0
MF-176652,Maureen Fritzler,Corporate,10,4860.0,955.35,0.09,High Value,3763.0,728.0
MF-176653,Maureen Fritzler,Corporate,7,2935.0,434.32,0.153,Mid Value,3763.0,728.0
MF-176654,Maureen Fritzler,Corporate,5,936.0,-341.53,0.138,Mid Value,3763.0,728.0
MF-182501,Monica Federle,Corporate,8,6176.0,100.13,0.158,High Value,3763.0,728.0
MF-182502,Monica Federle,Corporate,13,9618.0,1444.28,0.085,High Value,3763.0,728.0
MF-182503,Monica Federle,Corporate,6,2874.0,271.14,0.067,Mid Value,3763.0,728.0
MF-182504,Monica Federle,Corporate,5,1759.0,456.86,0.067,Mid Value,3763.0,728.0
MF-76651,Maureen Fritzler,Corporate,2,58.0,3.42,0.0,Low Value,3763.0,728.0
MF-76652,Maureen Fritzler,Corporate,1,104.0,0.0,0.0,Low Value,3763.0,728.0
MF-82501,Monica Federle,Corporate,1,25.0,1.5,0.0,Low Value,3763.0,728.0
MF-82502,Monica Federle,Corporate,5,1492.0,299.43,0.07,Mid Value,3763.0,728.0
MG-176501,Matthew Grinstein,Home Office,5,4904.0,1043.84,0.013,High Value,3763.0,728.0
MG-176502,Matthew Grinstein,Home Office,4,2972.0,666.33,0.057,Mid Value,3763.0,728.0
MG-176503,Matthew Grinstein,Home Office,5,1054.0,126.1,0.1,Mid Value,3763.0,728.0
MG-176504,Matthew Grinstein,Home Office,7,3785.0,341.9,0.129,High Value,3763.0,728.0
MG-176801,Maureen Gastineau,Home Office,13,9028.0,1144.68,0.196,High Value,3763.0,728.0
MG-176802,Maureen Gastineau,Home Office,6,3801.0,-119.33,0.135,High Value,3763.0,728.0
MG-176803,Maureen Gastineau,Home Office,5,884.0,-158.81,0.362,Mid Value,3763.0,728.0
MG-176804,Maureen Gastineau,Home Office,4,2351.0,25.89,0.225,Mid Value,3763.0,728.0
MG-176951,Maureen Gnade,Consumer,11,6960.0,1905.59,0.154,High Value,3763.0,728.0
MG-176952,Maureen Gnade,Consumer,6,6958.0,-881.77,0.263,High Value,3763.0,728.0
MG-176953,Maureen Gnade,Consumer,5,962.0,135.88,0.04,Mid Value,3763.0,728.0
MG-176954,Maureen Gnade,Consumer,3,1342.0,-398.79,0.257,Mid Value,3763.0,728.0
MG-178751,Michael Grace,Home Office,9,4374.0,176.65,0.218,High Value,3763.0,728.0
MG-178752,Michael Grace,Home Office,11,6604.0,77.09,0.141,High Value,3763.0,728.0
MG-178753,Michael Grace,Home Office,8,2233.0,83.55,0.117,Mid Value,3763.0,728.0
MG-178754,Michael Grace,Home Office,5,1241.0,-470.77,0.243,Mid Value,3763.0,728.0
MG-178901,Michael Granlund,Home Office,8,7964.0,-559.27,0.293,High Value,3763.0,728.0
MG-178902,Michael Granlund,Home Office,9,2846.0,122.41,0.229,Mid Value,3763.0,728.0
MG-178903,Michael Granlund,Home Office,3,1579.0,-712.18,0.24,Mid Value,3763.0,728.0
MG-178904,Michael Granlund,Home Office,9,777.0,171.74,0.119,Mid Value,3763.0,728.0
MG-181451,Mike Gockenbach,Consumer,5,3170.0,1048.01,0.274,Mid Value,3763.0,728.0
MG-181452,Mike Gockenbach,Consumer,4,9501.0,3144.44,0.087,High Value,3763.0,728.0
MG-181453,Mike Gockenbach,Consumer,11,2416.0,569.31,0.236,Mid Value,3763.0,728.0
MG-181454,Mike Gockenbach,Consumer,4,3062.0,-93.6,0.188,Mid Value,3763.0,728.0
MG-182051,Mitch Gastineau,Corporate,7,7669.0,1107.67,0.095,High Value,3763.0,728.0
MG-182052,Mitch Gastineau,Corporate,11,5544.0,384.3,0.107,High Value,3763.0,728.0
MG-182053,Mitch Gastineau,Corporate,10,3134.0,49.5,0.154,Mid Value,3763.0,728.0
MG-182054,Mitch Gastineau,Corporate,1,16.0,-1.25,0.45,Low Value,3763.0,728.0
MG-76501,Matthew Grinstein,Home Office,1,302.0,27.15,0.0,Low Value,3763.0,728.0
MG-76801,Maureen Gastineau,Home Office,5,2878.0,333.08,0.377,Mid Value,3763.0,728.0
MG-76802,Maureen Gastineau,Home Office,4,1421.0,-484.32,0.333,Mid Value,3763.0,728.0
MG-76951,Maureen Gnade,Consumer,3,557.0,171.42,0.02,Low Value,3763.0,728.0
MG-76952,Maureen Gnade,Consumer,4,1547.0,-86.63,0.3,Mid Value,3763.0,728.0
MG-78751,Michael Grace,Home Office,1,80.0,15.87,0.0,Low Value,3763.0,728.0
MG-78901,Michael Granlund,Home Office,1,19.0,-22.48,0.6,Low Value,3763.0,728.0
MG-81451,Mike Gockenbach,Consumer,2,4881.0,1769.15,0.233,High Value,3763.0,728.0
MG-81452,Mike Gockenbach,Consumer,1,348.0,21.36,0.0,Low Value,3763.0,728.0
MG-82051,Mitch Gastineau,Corporate,3,1355.0,467.04,0.0,Mid Value,3763.0,728.0
MG-82052,Mitch Gastineau,Corporate,1,15.0,5.43,0.0,Low Value,3763.0,728.0
MG-82053,Mitch Gastineau,Corporate,3,277.0,-190.27,0.325,Low Value,3763.0,728.0
MH-172901,Marc Harrigan,Home Office,4,3762.0,655.25,0.068,Mid Value,3763.0,728.0
MH-172902,Marc Harrigan,Home Office,8,2845.0,527.05,0.015,Mid Value,3763.0,728.0
MH-172903,Marc Harrigan,Home Office,7,4717.0,739.55,0.067,High Value,3763.0,728.0
MH-172904,Marc Harrigan,Home Office,6,2393.0,28.76,0.188,Mid Value,3763.0,728.0
MH-174401,Mark Haberlin,Corporate,8,3492.0,266.31,0.059,Mid Value,3763.0,728.0
MH-174402,Mark Haberlin,Corporate,8,3454.0,293.05,0.128,Mid Value,3763.0,728.0
MH-174403,Mark Haberlin,Corporate,5,601.0,150.65,0.04,Low Value,3763.0,728.0
MH-174404,Mark Haberlin,Corporate,4,400.0,61.43,0.078,Low Value,3763.0,728.0
MH-174551,Mark Hamilton,Consumer,6,2602.0,584.18,0.141,Mid Value,3763.0,728.0
MH-174552,Mark Hamilton,Consumer,8,3228.0,472.48,0.077,Mid Value,3763.0,728.0
MH-174553,Mark Hamilton,Consumer,5,1691.0,-1385.54,0.35,Mid Value,3763.0,728.0
MH-174554,Mark Hamilton,Consumer,8,2456.0,484.77,0.164,Mid Value,3763.0,728.0
MH-176201,Matt Hagelstein,Corporate,3,732.0,-192.0,0.242,Mid Value,3763.0,728.0
MH-176202,Matt Hagelstein,Corporate,7,4013.0,398.5,0.194,High Value,3763.0,728.0
MH-176203,Matt Hagelstein,Corporate,6,5040.0,-221.99,0.18,High Value,3763.0,728.0
MH-176204,Matt Hagelstein,Corporate,4,1253.0,122.36,0.233,Mid Value,3763.0,728.0
MH-177851,Maya Herman,Corporate,7,4676.0,744.42,0.043,High Value,3763.0,728.0
MH-177852,Maya Herman,Corporate,5,2780.0,750.56,0.05,Mid Value,3763.0,728.0
MH-177853,Maya Herman,Corporate,7,2017.0,-548.52,0.1,Mid Value,3763.0,728.0
MH-177854,Maya Herman,Corporate,7,2203.0,238.56,0.073,Mid Value,3763.0,728.0
MH-180251,Michelle Huthwaite,Consumer,1,1129.0,-3.6,0.1,Mid Value,3763.0,728.0
MH-180252,Michelle Huthwaite,Consumer,8,5120.0,64.47,0.121,High Value,3763.0,728.0
MH-180253,Michelle Huthwaite,Consumer,5,2520.0,473.16,0.089,Mid Value,3763.0,728.0
MH-180254,Michelle Huthwaite,Consumer,5,2986.0,476.9,0.13,Mid Value,3763.0,728.0
MH-181151,Mick Hernandez,Home Office,9,2634.0,659.79,0.072,Mid Value,3763.0,728.0
MH-181152,Mick Hernandez,Home Office,4,2669.0,623.78,0.044,Mid Value,3763.0,728.0
MH-181153,Mick Hernandez,Home Office,4,1208.0,-203.88,0.356,Mid Value,3763.0,728.0
MH-181154,Mick Hernandez,Home Office,9,5503.0,170.97,0.168,High Value,3763.0,728.0
MH-72901,Marc Harrigan,Home Office,3,1684.0,365.4,0.0,Mid Value,3763.0,728.0
MH-74401,Mark Haberlin,Corporate,5,2763.0,656.25,0.0,Mid Value,3763.0,728.0
MH-74402,Mark Haberlin,Corporate,1,326.0,39.03,0.0,Low Value,3763.0,728.0
MH-74403,Mark Haberlin,Corporate,2,268.0,85.29,0.0,Low Value,3763.0,728.0
